longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.23,32.75,23.0,2415.0,653.0,1275.0,596.0,3.1389,236963.01,NEAR OCEAN
-117.16,32.89,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,207961.0,<1H OCEAN
-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,211855.0,<1H OCEAN
-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,221613.0,<1H OCEAN
-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,3.1576,358170.06,NEAR BAY
-122.22,38.08,37.0,2811.0,,1574.0,516.0,3.1053,119135.0,NEAR BAY
-118.25,34.0,32.0,1218.0,342.0,1292.0,304.0,1.5781,104114.0,<1H OCEAN
-121.96,36.99,23.0,3209.0,748.0,1423.0,666.0,2.7375,225511.0,NEAR OCEAN
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,226587.0,<1H OCEAN
-118.38,34.3,39.0,1622.0,355.0,903.0,314.0,4.1125,198611.0,<1H OCEAN
-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149,364659.07,<1H OCEAN
-121.33,38.7,15.0,2226.0,421.0,1004.0,417.0,2.7868,130832.0,INLAND
-118.08,34.14,42.0,2690.0,589.0,1149.0,535.0,3.88,286035.0,INLAND
-122.26,38.16,23.0,2840.0,491.0,1586.0,466.0,4.0337,145239.0,NEAR BAY
-118.43,34.29,50.0,1181.0,265.0,1196.0,269.0,3.2095,219330.02,<1H OCEAN
-122.44,37.76,30.0,5089.0,1210.0,1935.0,1139.0,4.6053,400449.18,NEAR BAY
-120.86,37.77,28.0,1208.0,232.0,535.0,232.0,2.3523,102138.0,INLAND
-117.89,33.82,21.0,1591.0,298.0,904.0,297.0,4.8906,215806.0,<1H OCEAN
-121.37,38.6,36.0,1119.0,144.0,414.0,150.0,5.8336,226989.0,INLAND
-118.14,33.95,42.0,1413.0,228.0,630.0,219.0,6.8564,424042.39,<1H OCEAN
-122.07,37.66,21.0,5031.0,1168.0,2461.0,1042.0,3.875,225840.01,NEAR BAY
-118.56,34.41,4.0,17313.0,3224.0,6902.0,2707.0,5.6798,284131.0,<1H OCEAN
-121.88,37.27,24.0,4567.0,688.0,2102.0,695.0,5.6895,259936.0,<1H OCEAN
-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,109436.0,NEAR BAY
-118.34,34.17,49.0,3033.0,580.0,1284.0,561.0,4.1161,284553.03,<1H OCEAN
-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,315176.02,NEAR OCEAN
-117.99,33.68,13.0,4000.0,883.0,1999.0,881.0,4.7245,259339.0,<1H OCEAN
-121.91,37.33,52.0,2212.0,563.0,1195.0,532.0,2.894,205174.0,<1H OCEAN
-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,6.4781,397455.22,<1H OCEAN
-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,240808.02,NEAR BAY
-122.2,39.75,18.0,2603.0,576.0,1616.0,588.0,2.0192,73239.0,INLAND
-123.85,39.42,11.0,1804.0,506.0,895.0,451.0,1.7574,96292.0,<1H OCEAN
-118.9,34.2,16.0,6510.0,817.0,2304.0,778.0,7.9943,396307.04,<1H OCEAN
-120.86,37.6,25.0,1178.0,206.0,709.0,214.0,4.5625,154425.0,INLAND
-122.26,38.57,22.0,509.0,103.0,139.0,73.0,2.1979,119764.0,INLAND
-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,229586.0,<1H OCEAN
-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525,140915.0,INLAND
-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,381498.13,<1H OCEAN
-121.92,36.56,39.0,2144.0,538.0,749.0,419.0,2.7039,261189.02,NEAR OCEAN
-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,68388.0,INLAND
-118.4,34.1,27.0,3979.0,510.0,1351.0,520.0,15.0001,500001.0,<1H OCEAN
-119.87,36.83,4.0,4833.0,784.0,2088.0,789.0,5.1781,141596.0,INLAND
-120.42,34.94,32.0,2844.0,551.0,1337.0,516.0,2.7188,155846.0,<1H OCEAN
-121.27,38.05,26.0,378.0,75.0,164.0,65.0,3.4107,133492.0,INLAND
-118.15,33.85,36.0,1435.0,249.0,606.0,234.0,4.1439,219704.0,<1H OCEAN
-122.2,37.9,36.0,2107.0,287.0,740.0,280.0,10.3416,495011.94,NEAR BAY
-118.16,33.78,14.0,1709.0,558.0,1939.0,520.0,1.9808,154339.0,NEAR OCEAN
-122.38,37.59,49.0,1657.0,266.0,613.0,270.0,5.7837,401016.26,NEAR OCEAN
-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,122902.0,<1H OCEAN
-118.23,33.91,33.0,677.0,182.0,984.0,174.0,2.5893,101878.0,<1H OCEAN
-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,74101.0,INLAND
-121.82,37.81,12.0,4711.0,659.0,2089.0,621.0,8.3209,327543.01,INLAND
-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,222347.02,<1H OCEAN
-118.55,34.17,36.0,2127.0,297.0,761.0,274.0,7.8392,482111.83,<1H OCEAN
-117.85,33.81,32.0,1766.0,322.0,876.0,330.0,4.0417,224746.0,<1H OCEAN
-117.83,33.81,28.0,1972.0,315.0,970.0,326.0,5.4298,234805.0,<1H OCEAN
-122.47,37.74,52.0,1538.0,305.0,819.0,319.0,4.0846,316561.0,NEAR BAY
-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,203805.0,<1H OCEAN
-116.99,33.2,17.0,2980.0,539.0,1531.0,505.0,3.1553,208918.0,<1H OCEAN
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.065,103883.0,INLAND
-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,314014.01,<1H OCEAN
-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,2.2721,64537.0,INLAND
-117.12,32.59,28.0,2793.0,706.0,1825.0,676.0,2.6724,153339.0,NEAR OCEAN
-122.26,37.54,5.0,3264.0,442.0,1607.0,453.0,9.1415,464413.5,NEAR BAY
-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186,145898.0,INLAND
-122.2,37.47,40.0,2959.0,389.0,985.0,365.0,9.9025,500001.0,NEAR BAY
-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,257293.35,INLAND
-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,136760.0,INLAND
-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,104261.0,INLAND
-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,124008.0,NEAR OCEAN
-118.21,33.92,37.0,1705.0,403.0,1839.0,410.0,2.5833,125619.0,<1H OCEAN
-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,68352.0,INLAND
-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,262185.0,NEAR OCEAN
-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,139762.0,<1H OCEAN
-118.36,34.09,34.0,2832.0,883.0,1594.0,843.0,1.7558,268893.04,<1H OCEAN
-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105,159984.0,<1H OCEAN
-121.02,39.27,52.0,3720.0,707.0,1424.0,609.0,3.2,155075.0,INLAND
-122.19,37.76,52.0,2024.0,391.0,1030.0,350.0,2.4659,113376.0,NEAR BAY
-122.15,37.67,35.0,2472.0,398.0,1171.0,390.0,5.5797,282469.01,NEAR BAY
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,343752.25,NEAR OCEAN
-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,353402.04,NEAR BAY
-117.67,33.55,6.0,3157.0,721.0,1695.0,710.0,3.7609,184967.01,<1H OCEAN
-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,151895.0,INLAND
-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,500001.0,<1H OCEAN
-117.88,33.83,22.0,3522.0,543.0,1706.0,524.0,6.4685,274828.01,<1H OCEAN
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,268298.12,<1H OCEAN
-117.8,33.75,29.0,3058.0,488.0,1197.0,474.0,5.3903,275616.03,<1H OCEAN
-117.2,34.26,17.0,9419.0,1455.0,1382.0,459.0,6.2233,230709.0,INLAND
-117.68,33.65,6.0,10395.0,1915.0,4783.0,1811.0,5.928,279199.01,<1H OCEAN
-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,70530.0,INLAND
-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,193039.01,<1H OCEAN
-121.63,39.18,13.0,1907.0,347.0,821.0,367.0,2.0978,85958.0,INLAND
-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,49495.0,INLAND
-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,78460.0,INLAND
-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,361563.12,NEAR OCEAN
-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,155029.0,<1H OCEAN
-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1.6645,57549.0,INLAND
-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,176995.0,NEAR BAY
-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,94326.0,INLAND
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,113553.0,INLAND
-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,297990.0,<1H OCEAN
-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,462948.46,NEAR BAY
-118.34,34.19,48.0,814.0,165.0,490.0,176.0,3.1406,242177.05,<1H OCEAN
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,197456.0,<1H OCEAN
-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,139919.0,<1H OCEAN
-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,94088.0,INLAND
-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,413318.23,<1H OCEAN
-122.71,38.43,38.0,1689.0,526.0,1071.0,529.0,1.5026,159995.0,<1H OCEAN
-119.72,34.43,36.0,1156.0,309.0,521.0,304.0,2.6014,312075.0,<1H OCEAN
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,169240.0,<1H OCEAN
-117.23,32.74,16.0,735.0,139.0,299.0,134.0,4.6354,236844.05,NEAR OCEAN
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,283346.0,NEAR OCEAN
-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,483447.86,<1H OCEAN
-117.14,33.16,16.0,1660.0,,733.0,214.0,5.6874,259645.04,<1H OCEAN
-121.29,37.87,29.0,488.0,108.0,308.0,115.0,2.6563,106558.0,INLAND
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,98132.0,INLAND
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,205024.0,<1H OCEAN
-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,446337.41,NEAR OCEAN
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,214538.0,NEAR BAY
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,95449.0,INLAND
-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,316846.01,<1H OCEAN
-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,192854.0,NEAR BAY
-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,362480.39,INLAND
-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,148962.0,INLAND
-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,350664.08,NEAR OCEAN
-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,3.9219,199148.0,<1H OCEAN
-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,136786.0,<1H OCEAN
-121.98,37.28,28.0,3688.0,633.0,1877.0,620.0,5.7251,302243.04,<1H OCEAN
-117.93,33.84,34.0,2160.0,298.0,852.0,305.0,6.0531,305942.03,<1H OCEAN
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,428304.22,NEAR OCEAN
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,169445.0,NEAR BAY
-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,322709.02,<1H OCEAN
-122.53,41.81,21.0,2400.0,485.0,1109.0,443.0,1.7639,64020.0,INLAND
-122.01,37.39,36.0,1976.0,361.0,1348.0,371.0,5.6447,273332.01,<1H OCEAN
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,148914.0,NEAR BAY
-121.62,36.71,24.0,4195.0,706.0,2200.0,647.0,4.3451,212696.0,<1H OCEAN
-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,198161.0,<1H OCEAN
-122.5,37.75,45.0,1672.0,344.0,838.0,314.0,4.1419,277185.0,NEAR OCEAN
-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,148957.0,INLAND
-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,179136.03,<1H OCEAN
-120.79,37.08,9.0,97.0,20.0,91.0,22.0,2.9063,131312.0,INLAND
-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,234321.0,<1H OCEAN
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,294343.0,<1H OCEAN
-122.52,37.96,35.0,2012.0,346.0,818.0,352.0,5.2818,327811.08,NEAR BAY
-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,228111.0,<1H OCEAN
-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,185872.06,<1H OCEAN
-118.21,34.14,44.0,1681.0,407.0,1105.0,387.0,3.2222,203084.0,<1H OCEAN
-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,195702.0,<1H OCEAN
-117.15,34.04,14.0,2845.0,420.0,1172.0,377.0,7.5822,270902.0,INLAND
-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,387286.14,<1H OCEAN
-118.48,34.21,25.0,2879.0,723.0,2077.0,649.0,3.3864,213714.0,<1H OCEAN
-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,260640.0,NEAR OCEAN
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,169693.0,INLAND
-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,192505.0,<1H OCEAN
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,173582.0,INLAND
-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,269618.03,<1H OCEAN
-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,456300.42,<1H OCEAN
-117.4,34.04,17.0,1906.0,334.0,1550.0,338.0,3.025,105551.0,INLAND
-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,85137.0,INLAND
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,118178.0,INLAND
-121.48,38.54,41.0,3364.0,685.0,1841.0,626.0,2.1975,85704.0,INLAND
-122.18,37.45,43.0,2061.0,437.0,817.0,385.0,4.4688,382673.38,NEAR BAY
-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,172652.0,<1H OCEAN
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,167319.0,<1H OCEAN
-122.71,38.34,22.0,1249.0,335.0,699.0,308.0,2.6033,166505.0,<1H OCEAN
-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,211758.0,<1H OCEAN
-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264,237061.0,<1H OCEAN
-122.09,37.35,30.0,1502.0,186.0,501.0,180.0,10.0259,499833.99,NEAR BAY
-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,51054.0,INLAND
-117.4,34.08,21.0,3622.0,667.0,2503.0,720.0,3.8531,119915.0,INLAND
-118.41,34.24,38.0,490.0,101.0,402.0,100.0,3.125,233491.01,<1H OCEAN
-117.9,33.74,18.0,1884.0,442.0,1915.0,442.0,2.3783,173893.0,<1H OCEAN
-117.92,34.09,35.0,1810.0,318.0,1164.0,332.0,5.0123,207470.0,<1H OCEAN
-122.28,37.52,29.0,1526.0,355.0,724.0,315.0,4.0313,325336.03,NEAR OCEAN
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,5.0123,270332.04,NEAR OCEAN
-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,258731.05,NEAR BAY
-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,343658.0,NEAR BAY
-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,93620.0,<1H OCEAN
-118.32,34.04,47.0,1989.0,532.0,1430.0,519.0,1.8333,147871.0,<1H OCEAN
-120.27,37.12,17.0,3328.0,628.0,1580.0,619.0,2.9861,101198.0,INLAND
-121.07,39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,123011.0,INLAND
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,129026.0,NEAR BAY
-120.43,37.35,15.0,1613.0,203.0,673.0,213.0,5.9378,177404.0,INLAND
-122.47,37.79,52.0,2383.0,477.0,990.0,464.0,3.9688,479694.68,NEAR BAY
-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,160876.0,NEAR BAY
-118.14,33.76,52.0,2677.0,642.0,1144.0,624.0,4.3889,380930.04,NEAR OCEAN
-121.9,37.37,20.0,78.0,72.0,120.0,69.0,1.0938,293891.16,<1H OCEAN
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,200243.0,<1H OCEAN
-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3.3125,245420.06,<1H OCEAN
-119.94,38.95,25.0,1789.0,536.0,1134.0,396.0,2.32,109448.0,INLAND
-121.82,37.26,10.0,3030.0,574.0,1623.0,589.0,5.1356,259692.0,<1H OCEAN
-121.24,38.78,18.0,549.0,143.0,249.0,136.0,0.8691,118600.0,INLAND
-122.42,37.77,52.0,1925.0,568.0,867.0,515.0,2.879,341909.04,NEAR BAY
-122.3,37.9,30.0,1772.0,471.0,880.0,437.0,2.2672,174706.0,NEAR BAY
-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,235732.0,NEAR OCEAN
-117.88,33.87,35.0,1919.0,349.0,1302.0,345.0,5.6409,234470.0,<1H OCEAN
-118.51,33.98,40.0,1901.0,679.0,865.0,587.0,2.3417,322627.0,<1H OCEAN
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,100454.0,INLAND
-117.94,33.81,25.0,1731.0,482.0,1127.0,455.0,3.256,195801.0,<1H OCEAN
-118.18,33.92,32.0,2035.0,519.0,2282.0,480.0,3.2734,151136.0,<1H OCEAN
-122.33,40.6,5.0,6383.0,1206.0,2965.0,1141.0,3.8103,121427.0,INLAND
-121.42,38.53,37.0,1958.0,367.0,1171.0,366.0,2.8298,91777.0,INLAND
-118.19,33.83,30.0,2246.0,552.0,1032.0,548.0,3.5871,283222.03,NEAR OCEAN
-122.69,38.27,32.0,2344.0,434.0,1066.0,384.0,4.0313,257877.0,<1H OCEAN
-118.3,34.02,42.0,2386.0,670.0,2327.0,661.0,1.6699,123962.0,<1H OCEAN
-117.77,33.67,12.0,4329.0,1068.0,1913.0,978.0,4.5094,268358.0,<1H OCEAN
-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,203386.01,<1H OCEAN
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,150478.0,NEAR BAY
-118.76,34.26,26.0,1750.0,284.0,962.0,278.0,4.5673,214958.02,<1H OCEAN
-117.94,33.89,30.0,2577.0,404.0,1076.0,374.0,6.7528,372156.1,<1H OCEAN
-121.27,38.75,21.0,4812.0,1117.0,1985.0,1045.0,2.5083,141175.0,INLAND
-119.31,36.34,14.0,2985.0,607.0,2250.0,607.0,2.1602,79660.0,INLAND
-117.11,32.73,27.0,3160.0,627.0,1628.0,612.0,3.8864,133182.0,NEAR OCEAN
-118.17,34.05,45.0,733.0,178.0,715.0,165.0,2.5962,137062.0,<1H OCEAN
-120.41,36.77,24.0,1335.0,312.0,1180.0,267.0,1.947,60583.0,INLAND
-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,266453.0,INLAND
-117.87,33.99,21.0,2837.0,515.0,2031.0,555.0,4.9271,216488.0,<1H OCEAN
-118.19,33.8,41.0,2125.0,591.0,1604.0,555.0,2.9943,187133.0,NEAR OCEAN
-120.19,36.61,29.0,1479.0,338.0,1408.0,322.0,2.293,68828.0,INLAND
-122.42,37.74,52.0,1916.0,432.0,889.0,424.0,4.0391,278909.0,NEAR BAY
-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,484054.32,<1H OCEAN
-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992,371528.08,NEAR BAY
-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,233775.0,<1H OCEAN
-122.41,37.76,52.0,3452.0,784.0,2987.0,753.0,2.8135,306415.0,NEAR BAY
-118.06,34.12,34.0,2941.0,558.0,1660.0,576.0,4.5667,274757.0,INLAND
-122.08,37.04,34.0,2800.0,577.0,1353.0,512.0,4.1161,251165.0,NEAR OCEAN
-118.41,34.02,16.0,5825.0,1866.0,3390.0,1752.0,3.0965,302052.04,<1H OCEAN
-121.46,38.66,3.0,3438.0,603.0,1602.0,554.0,3.9914,129984.0,INLAND
-121.1,39.15,10.0,680.0,143.0,354.0,140.0,4.0333,166226.0,INLAND
-118.32,33.83,19.0,3792.0,790.0,2105.0,834.0,5.2363,337617.02,<1H OCEAN
-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,192961.0,<1H OCEAN
-119.71,36.8,25.0,875.0,156.0,646.0,166.0,3.0,87794.0,INLAND
-121.92,37.31,13.0,6035.0,1551.0,2946.0,1481.0,4.0524,250924.0,<1H OCEAN
-121.28,38.7,14.0,5827.0,1246.0,2578.0,1038.0,3.0212,120717.0,INLAND
-121.82,39.75,37.0,2236.0,372.0,974.0,379.0,3.2016,98092.0,INLAND
-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,2.6713,319842.06,<1H OCEAN
-118.34,33.99,47.0,1107.0,199.0,437.0,178.0,3.7344,189390.0,<1H OCEAN
-121.24,37.98,33.0,450.0,123.0,236.0,103.0,1.1964,76017.0,INLAND
-122.31,38.27,34.0,1748.0,284.0,783.0,303.0,4.3585,185262.0,NEAR BAY
-122.01,37.38,32.0,726.0,204.0,538.0,203.0,4.505,235834.0,<1H OCEAN
-118.34,34.16,44.0,1717.0,391.0,848.0,353.0,3.6111,276083.01,<1H OCEAN
-120.88,38.16,8.0,2029.0,387.0,1000.0,364.0,4.0109,145261.0,INLAND
-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,322960.0,<1H OCEAN
-118.13,33.96,36.0,1933.0,341.0,958.0,335.0,4.4732,244451.0,<1H OCEAN
-117.05,33.02,18.0,917.0,121.0,388.0,131.0,6.3517,252907.01,<1H OCEAN
-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,454063.49,<1H OCEAN
-122.06,37.39,26.0,18.0,4.0,8.0,4.0,3.75,198081.06,NEAR BAY
-122.3,37.97,34.0,2854.0,528.0,1211.0,452.0,3.5353,164963.0,NEAR BAY
-121.81,39.71,18.0,1222.0,250.0,708.0,281.0,2.0288,82959.0,INLAND
-118.35,34.09,35.0,2705.0,785.0,1526.0,793.0,3.0349,338156.1,<1H OCEAN
-117.02,33.76,20.0,1317.0,203.0,453.0,158.0,2.8393,133920.0,INLAND
-121.68,36.67,26.0,5745.0,1017.0,2780.0,996.0,5.0,271989.0,<1H OCEAN
-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,199449.0,<1H OCEAN
-117.15,34.83,30.0,5370.0,1062.0,2778.0,944.0,3.099,91075.0,INLAND
-121.89,37.35,47.0,2879.0,631.0,2229.0,606.0,3.2599,200185.01,<1H OCEAN
-118.29,33.98,30.0,1162.0,318.0,1207.0,289.0,1.223,106611.0,<1H OCEAN
-122.23,37.82,52.0,3242.0,366.0,1001.0,352.0,12.2138,499103.99,NEAR BAY
-120.83,37.07,16.0,3736.0,761.0,1942.0,730.0,2.5598,108792.0,INLAND
-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,255584.0,INLAND
-118.21,34.09,37.0,1822.0,498.0,1961.0,506.0,1.9881,152194.0,<1H OCEAN
-117.88,33.79,32.0,1484.0,295.0,928.0,295.0,5.1418,209901.0,<1H OCEAN
-120.98,39.93,25.0,2220.0,511.0,912.0,449.0,1.8914,74610.0,INLAND
-115.57,32.79,34.0,1152.0,208.0,621.0,208.0,3.6042,100064.02,INLAND
-121.51,38.49,21.0,4426.0,790.0,1856.0,761.0,4.1,160713.0,INLAND
-120.04,39.24,30.0,2369.0,469.0,510.0,213.0,2.65,122167.0,INLAND
-122.29,37.54,43.0,2268.0,438.0,1151.0,449.0,4.9091,338499.05,NEAR OCEAN
-118.28,33.92,37.0,742.0,151.0,729.0,144.0,3.055,123400.0,<1H OCEAN
-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,118508.0,INLAND
-119.38,36.56,25.0,1180.0,222.0,611.0,212.0,2.0729,70864.0,INLAND
-120.99,37.68,30.0,1975.0,375.0,732.0,326.0,2.6932,116303.0,INLAND
-121.75,37.68,35.0,1755.0,299.0,702.0,263.0,5.2443,220599.0,INLAND
-118.98,35.39,29.0,607.0,177.0,476.0,143.0,1.1875,53257.0,INLAND
-117.07,32.67,28.0,2758.0,623.0,2179.0,631.0,2.3814,118640.0,NEAR OCEAN
-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,130185.0,<1H OCEAN
-117.2,34.14,18.0,1920.0,333.0,890.0,323.0,5.159,147320.0,INLAND
-119.32,36.25,21.0,1231.0,,609.0,206.0,2.8365,77754.0,INLAND
-121.51,38.55,45.0,3032.0,631.0,1341.0,597.0,2.8417,110129.0,INLAND
-114.56,33.69,17.0,720.0,174.0,333.0,117.0,1.6509,62311.0,INLAND
-118.36,34.05,48.0,1825.0,404.0,728.0,363.0,3.3824,290742.09,<1H OCEAN
-121.75,36.93,24.0,4026.0,881.0,2264.0,863.0,3.1327,204971.0,<1H OCEAN
-118.18,33.83,44.0,1497.0,277.0,542.0,274.0,5.0052,307790.05,NEAR OCEAN
-118.16,34.03,41.0,1377.0,293.0,1142.0,272.0,3.1724,161142.0,<1H OCEAN
-118.65,34.27,23.0,1724.0,265.0,934.0,306.0,6.0783,256191.0,<1H OCEAN
-118.29,34.11,49.0,2850.0,379.0,1113.0,380.0,12.9591,500001.0,<1H OCEAN
-117.3,34.05,7.0,4672.0,1121.0,2534.0,1046.0,3.4228,118934.0,INLAND
-121.21,38.67,11.0,5500.0,956.0,2827.0,946.0,4.1071,175091.0,INLAND
-118.3,33.81,17.0,5544.0,1068.0,3008.0,1038.0,5.322,278919.02,<1H OCEAN
-118.35,34.01,35.0,3776.0,,1583.0,749.0,3.5486,276735.0,<1H OCEAN
-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,1.5474,86281.0,NEAR OCEAN
